121
S,0,1,0.528,0.563,3.168,1.126,999999,0.680,0.680,0.0272,0.680,0.0272,0.0272,1,-55		! Row 8, Col. 7
S,0,1,0.528,0.563,3.696,1.126,999999,0.680,0.680,0.0073,0.680,0.0073,0.0073,1,0		! Row 8, Col. 8
S,0,1,0.528,0.563,4.224,1.126,999999,0.680,0.680,0.0109,0.680,0.0109,0.0109,1,-36		! Row 8, Col. 9
S,0,1,0.528,0.563,4.752,1.126,999999,0.680,0.680,0.0230,0.680,0.0230,0.0230,1,-32		! Row 8, Col. 10
S,0,1,0.528,0.563,0.000,0.563,999999,0.680,0.680,0.0106,0.680,0.0106,0.0106,1,-4		! Row 9, Col. 1
S,0,1,0.528,0.563,0.528,0.563,999999,0.680,0.680,0.0217,0.680,0.0217,0.0217,1,-14		! Row 9, Col. 2
S,0,1,0.528,0.563,1.056,0.563,999999,0.680,0.680,0.0259,0.680,0.0259,0.0259,1,-62		! Row 9, Col. 3
S,0,1,0.528,0.563,1.584,0.563,999999,0.680,0.680,0.0275,0.680,0.0275,0.0275,1,-50		! Row 9, Col. 4
S,0,1,0.528,0.563,2.112,0.563,999999,0.680,0.680,0.0190,0.680,0.0190,0.0190,1,-68		! Row 9, Col. 5
S,0,1,0.528,0.563,2.640,0.563,999999,0.680,0.680,0.0168,0.680,0.0168,0.0168,1,-13		! Row 9, Col. 6
S,0,1,0.528,0.563,3.168,0.563,999999,0.680,0.680,0.0243,0.680,0.0243,0.0243,1,-65		! Row 9, Col. 7
S,0,1,0.528,0.563,3.696,0.563,999999,0.680,0.680,0.0249,0.680,0.0249,0.0249,1,-10		! Row 9, Col. 8
S,0,1,0.528,0.563,4.224,0.563,999999,0.680,0.680,0.0292,0.680,0.0292,0.0292,1,-41		! Row 9, Col. 9
S,0,1,0.528,0.563,4.752,0.563,999999,0.680,0.680,0.0164,0.680,0.0164,0.0164,1,-35		! Row 9, Col. 10
S,0,1,0.528,0.563,0.000,0.000,999999,0.680,0.680,0.0096,0.680,0.0096,0.0096,1,-5		! Row 10, Col. 1
S,0,1,0.528,0.563,0.528,0.000,999999,0.680,0.680,0.0093,0.680,0.0093,0.0093,1,-10		! Row 10, Col. 2
S,0,1,0.528,0.563,1.056,0.000,999999,0.680,0.680,0.0102,0.680,0.0102,0.0102,1,-22		! Row 10, Col. 3
S,0,1,0.528,0.563,1.584,0.000,999999,0.680,0.680,0.0106,0.680,0.0106,0.0106,1,-26		! Row 10, Col. 4
S,0,1,0.528,0.563,2.112,0.000,999999,0.680,0.680,0.0086,0.680,0.0086,0.0086,1,-20		! Row 10, Col. 5
S,0,1,0.528,0.563,2.640,0.000,999999,0.680,0.680,0.0115,0.680,0.0115,0.0115,1,-14		! Row 10, Col. 6
S,0,1,0.528,0.563,3.168,0.000,999999,0.680,0.680,0.0145,0.680,0.0145,0.0145,1,-52		! Row 10, Col. 7
S,0,1,0.528,0.563,3.696,0.000,999999,0.680,0.680,0.0177,0.680,0.0177,0.0177,1,-52		! Row 10, Col. 8
S,0,1,0.528,0.563,4.224,0.000,999999,0.680,0.680,0.0158,0.680,0.0158,0.0158,1,-58		! Row 10, Col. 9
S,0,1,0.528,0.563,4.752,0.000,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-13		! Row 10, Col. 10
S,1,1,0.710,0.299,2.425,4.671,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U1
S,1,1,0.710,0.299,0.265,3.291,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U5
S,1,1,0.710,0.299,2.375,3.500,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U6
S,1,1,0.710,0.299,0.325,1.920,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U14
S,1,1,0.276,0.276,2.037,2.712,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U8
S,1,1,0.276,0.276,2.037,2.162,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U12
S,1,1,0.398,0.728,3.841,2.256,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U9
S,1,1,0.323,0.728,1.464,2.096,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U11
S,1,1,0.319,0.468,2.856,2.216,999999,0.680,0.680,0.0125,0.680,0.0125,0.0125,1,-999		! U13
